storeid,date,markdown1,markdown2,markdown3,markdown4,markdown5,totalmarkdown,hasmarkdown,markdownsegment
23,2022-08-27,3578.92,514.83,446.85,534.02,1110.68,6185.300000000001,1,Promo modérée
23,2022-09-03,520.7,5684.24,1501.03,2773.17,711.83,11190.97,1,Promo modérée
23,2022-09-10,2760.68,2857.56,2028.71,1572.94,1113.96,10333.849999999999,1,Promo modérée
23,2022-09-17,1030.6,2514.52,3998.79,1128.41,3790.47,12462.789999999999,1,Promo modérée
23,2022-09-24,1144.05,1874.39,2819.37,2593.92,932.27,9364.0,1,Promo modérée
23,2022-10-01,4316.79,2901.26,2992.83,19.68,606.15,10836.710000000001,1,Promo modérée
23,2022-10-08,568.42,2646.71,2461.71,2787.62,1671.97,10136.429999999998,1,Promo modérée
23,2022-10-15,2464.92,2513.75,3600.56,1643.89,1078.87,11301.989999999998,1,Promo modérée
23,2022-10-22,379.91,202.88,612.48,516.08,1893.02,3604.37,1,Promo faible
23,2022-10-29,348.11,1773.08,466.13,2601.27,3612.41,8801.0,1,Promo modérée
23,2022-11-05,1113.27,1411.67,3690.58,1040.81,4075.1,11331.43,1,Promo modérée
23,2022-11-12,1583.1,409.12,1328.99,981.61,3313.52,7616.34,1,Promo modérée
23,2022-11-19,3471.02,2648.9,1184.95,1050.32,3335.46,11690.650000000001,1,Promo modérée
23,2022-11-26,8537.1,2061.32,8476.85,7569.02,6601.28,33245.57,1,Promo forte
23,2022-12-03,924.43,313.21,297.91,1774.39,3981.15,7291.09,1,Promo modérée
23,2022-12-10,4037.0,2355.2,519.2,1390.33,4431.35,12733.08,1,Promo modérée
23,2022-12-17,2249.64,410.6,2675.8,3360.36,3137.43,11833.83,1,Promo modérée
23,2022-12-24,10809.2,3255.02,105.78,7356.33,4928.02,26454.350000000002,1,Promo forte
23,2022-12-31,10971.4,229.27,7407.79,1813.2,3899.28,24320.94,1,Promo forte
23,2023-01-07,8998.28,322.79,760.82,167.0,6811.03,17059.920000000002,1,Promo modérée
23,2023-01-14,4025.74,882.97,3742.76,876.48,754.74,10282.69,1,Promo modérée
23,2023-01-21,1075.53,28.06,1184.23,1670.79,1774.3,5732.91,1,Promo modérée
23,2023-01-28,1968.81,412.79,1997.95,3116.51,2109.25,9605.310000000001,1,Promo modérée
23,2023-02-04,1564.83,886.06,3580.87,621.49,2407.67,9060.92,1,Promo modérée
23,2023-02-11,4509.04,1569.36,3261.76,1944.9,4246.21,15531.27,1,Promo modérée
23,2023-02-18,3374.44,1495.07,3289.13,641.65,1504.85,10305.140000000001,1,Promo modérée
23,2023-02-25,3129.38,2847.17,2889.77,2536.33,2663.36,14066.01,1,Promo modérée
23,2023-03-04,1334.81,692.06,2495.53,1788.32,96.09,6406.8099999999995,1,Promo modérée
23,2023-03-11,2326.21,759.45,894.37,3352.04,1629.11,8961.18,1,Promo modérée
23,2023-03-18,2044.46,2586.87,1429.65,1985.91,2406.86,10453.75,1,Promo modérée
23,2023-03-25,4071.92,339.47,1856.36,2029.65,3174.78,11472.18,1,Promo modérée
23,2023-04-01,4131.69,2668.33,2318.27,1095.13,735.1,10948.519999999999,1,Promo modérée
23,2023-04-08,4485.68,98.87,2247.85,2762.58,1104.26,10699.24,1,Promo modérée
23,2023-04-15,4968.46,1095.86,2209.52,1147.49,3946.27,13367.6,1,Promo modérée
23,2023-04-22,477.2,1958.8,1543.62,1857.59,2936.57,8773.78,1,Promo modérée
23,2023-04-29,244.86,260.03,3206.99,3189.85,685.05,7586.78,1,Promo modérée
23,2023-05-06,4276.07,1518.07,3826.23,476.91,4381.53,14478.809999999998,1,Promo modérée
23,2023-05-13,4023.88,2167.89,2478.41,1459.43,3565.97,13695.58,1,Promo modérée
23,2023-05-20,3265.56,2402.49,3580.24,2628.33,3226.58,15103.199999999999,1,Promo modérée
23,2023-05-27,1195.15,1670.27,2838.24,1061.25,419.98,7184.889999999999,1,Promo modérée
23,2023-06-03,1894.33,1117.62,1626.83,1315.33,2997.88,8951.99,1,Promo modérée
23,2023-06-10,144.04,1412.53,823.82,1584.6,1249.87,5214.86,1,Promo modérée
23,2023-06-17,4596.38,1122.0,666.19,989.79,1812.58,9186.939999999999,1,Promo modérée
23,2023-06-24,4503.28,2848.3,3960.41,2833.29,638.35,14783.63,1,Promo modérée
23,2023-07-01,3594.76,6056.51,116.43,1493.54,4177.13,15438.370000000003,1,Promo modérée
23,2023-07-08,605.15,1566.49,2901.91,2226.41,2017.41,9317.369999999999,1,Promo modérée
23,2023-07-15,588.27,1278.25,714.57,2727.08,3921.69,9229.86,1,Promo modérée
23,2023-07-22,4975.37,426.39,3448.91,1740.21,102.21,10693.09,1,Promo modérée
23,2023-07-29,705.05,2040.33,767.72,863.27,3507.02,7883.390000000001,1,Promo modérée
23,2023-08-05,3416.65,583.35,3369.01,934.83,1768.63,10072.470000000001,1,Promo modérée
23,2023-08-12,1672.27,2652.41,293.65,2903.93,754.56,8276.82,1,Promo modérée
23,2023-08-19,4941.07,102.98,1844.51,1351.25,1528.23,9768.039999999999,1,Promo modérée
23,2023-08-26,1264.67,1149.89,1680.6,1066.56,421.01,5582.7300000000005,1,Promo modérée
23,2023-09-02,8169.04,1906.54,7774.49,3298.13,1700.06,22848.260000000002,1,Promo forte
23,2023-09-09,1864.07,2854.47,3375.5,2904.37,4383.68,15382.09,1,Promo modérée
23,2023-09-16,951.73,1449.74,3702.88,599.75,3819.14,10523.24,1,Promo modérée
23,2023-09-23,1456.35,910.61,1562.18,2849.46,46.88,6825.4800000000005,1,Promo modérée
23,2023-09-30,4361.41,2752.0,3791.94,953.93,4106.31,15965.59,1,Promo modérée
23,2023-10-07,3541.89,2200.7,3157.35,603.84,2827.12,12330.900000000001,1,Promo modérée
23,2023-10-14,935.16,1990.38,1906.68,2577.04,1263.55,8672.81,1,Promo modérée
23,2023-10-21,3141.11,149.98,3955.05,549.03,3231.31,11026.48,1,Promo modérée
23,2023-10-28,4292.0,2618.74,1860.58,362.68,3978.74,13112.74,1,Promo modérée
23,2023-11-04,2630.03,1813.62,1865.73,3138.27,1429.48,10877.13,1,Promo modérée
23,2023-11-11,943.49,2403.6,732.79,2190.11,4366.1,10636.09,1,Promo modérée
23,2023-11-18,1758.3,2170.53,3109.4,1754.14,3524.46,12316.829999999998,1,Promo modérée
23,2023-11-25,3009.84,4303.44,5767.17,3798.43,7876.3,24755.18,1,Promo forte
23,2023-12-02,1976.27,2003.06,3577.81,625.48,2315.99,10498.609999999999,1,Promo modérée
23,2023-12-09,3311.79,2702.43,3877.48,758.21,3370.04,14019.95,1,Promo modérée
23,2023-12-16,1013.94,2801.28,2108.77,349.63,2024.45,8298.07,1,Promo modérée
23,2023-12-23,5301.64,581.74,7060.4,3707.08,8126.97,24777.83,1,Promo forte
23,2023-12-30,8367.64,707.86,6175.2,154.18,274.81,15679.69,1,Promo modérée
23,2024-01-06,7147.93,420.48,2858.55,2862.27,4760.71,18049.94,1,Promo modérée
23,2024-01-13,4680.98,1696.42,2577.4,482.29,1004.95,10442.04,1,Promo modérée
23,2024-01-20,4673.81,1035.51,743.28,3297.09,2075.69,11825.380000000001,1,Promo modérée
23,2024-01-27,2014.95,91.84,1786.61,633.0,642.3,5168.7,1,Promo modérée
23,2024-02-03,2006.85,488.11,2755.25,275.84,2460.63,7986.68,1,Promo modérée
23,2024-02-10,442.6,2194.79,861.32,1565.34,4394.79,9458.84,1,Promo modérée
23,2024-02-17,3719.67,1076.88,3993.78,978.68,2655.03,12424.04,1,Promo modérée
23,2024-02-24,2916.1,1676.04,2169.03,431.55,1980.81,9173.53,1,Promo modérée
23,2024-03-02,4313.66,1966.8,400.81,3028.1,3744.3,13453.670000000002,1,Promo modérée
23,2024-03-09,3683.12,2640.33,3562.17,1591.03,3867.04,15343.689999999999,1,Promo modérée
23,2024-03-16,764.97,1416.54,377.45,2107.35,3847.92,8514.23,1,Promo modérée
23,2024-03-23,4076.24,2009.09,3957.67,2874.76,2337.4,15255.16,1,Promo modérée
23,2024-03-30,1715.06,1286.19,2232.39,2937.49,3433.09,11604.22,1,Promo modérée
23,2024-04-06,1121.88,2397.96,3618.99,1371.19,2534.39,11044.41,1,Promo modérée
23,2024-04-13,1240.83,147.43,2466.17,2486.73,1387.28,7728.44,1,Promo modérée
23,2024-04-20,547.45,905.38,102.03,2738.19,237.47,4530.52,1,Promo faible
23,2024-04-27,4755.48,1243.58,3879.76,2194.08,1871.26,13944.16,1,Promo modérée
23,2024-05-04,1952.44,407.75,267.86,2757.45,3041.6,8427.1,1,Promo modérée
23,2024-05-11,4545.58,2522.15,2044.42,2382.23,1861.5,13355.88,1,Promo modérée
23,2024-05-18,190.92,1765.62,3457.72,89.52,882.13,6385.910000000001,1,Promo modérée
23,2024-05-25,2595.24,2456.13,140.94,1222.79,2985.82,9400.92,1,Promo modérée
23,2024-06-01,1436.71,1462.58,1599.72,3140.89,323.5,7963.4,1,Promo modérée
23,2024-06-08,1899.68,1235.47,1406.73,2112.65,3327.33,9981.86,1,Promo modérée
23,2024-06-15,4604.12,2112.09,2547.61,1860.34,824.39,11948.55,1,Promo modérée
23,2024-06-22,3228.51,1576.85,145.71,202.05,510.04,5663.160000000001,1,Promo modérée
23,2024-06-29,261.33,1905.96,2608.76,614.07,4136.59,9526.71,1,Promo modérée
23,2024-07-06,3833.72,5396.39,961.53,3197.92,4237.51,17627.07,1,Promo modérée
23,2024-07-13,3089.04,521.5,299.73,1493.27,988.41,6391.95,1,Promo modérée
23,2024-07-20,135.09,2899.13,1365.32,2433.05,3646.63,10479.220000000001,1,Promo modérée
23,2024-07-27,4962.47,62.07,868.0,2730.07,873.59,9496.2,1,Promo modérée
23,2024-08-03,4855.55,1234.87,872.51,1798.73,2924.2,11685.86,1,Promo modérée
23,2024-08-10,4762.98,1499.49,1012.72,2655.61,1519.13,11449.93,1,Promo modérée
23,2024-08-17,426.59,1975.17,1541.34,3050.18,2323.82,9317.1,1,Promo modérée
23,2024-08-24,3217.94,501.04,2681.24,1370.42,2084.14,9854.779999999999,1,Promo modérée
23,2024-08-31,473.64,1360.58,2388.25,1426.26,1758.0,7406.73,1,Promo modérée
23,2024-09-07,10125.83,2721.18,7821.39,1531.76,2192.13,24392.29,1,Promo forte
23,2024-09-14,451.62,784.14,3045.8,1784.97,2050.15,8116.68,1,Promo modérée
23,2024-09-21,4633.95,640.05,3351.09,2443.09,65.11,11133.29,1,Promo modérée
23,2024-09-28,1159.65,2025.01,1065.67,1363.02,1660.12,7273.47,1,Promo modérée
23,2024-10-05,542.12,622.78,2428.24,2562.59,2971.37,9127.099999999999,1,Promo modérée
23,2024-10-12,3342.11,2738.67,2791.11,763.17,1421.08,11056.140000000001,1,Promo modérée
23,2024-10-19,54.98,2453.52,2954.84,493.1,1564.32,7520.76,1,Promo modérée
23,2024-10-26,3907.28,467.9,688.37,2908.23,2754.63,10726.41,1,Promo modérée
23,2024-11-02,4839.13,668.92,858.25,200.26,2961.89,9528.45,1,Promo modérée
23,2024-11-09,1657.41,2853.79,2733.28,26.49,1136.29,8407.259999999998,1,Promo modérée
23,2024-11-16,3667.92,1553.74,3218.82,2466.81,1096.99,12004.279999999999,1,Promo modérée
23,2024-11-23,2457.06,1854.91,90.25,7060.47,6792.35,18255.04,1,Promo modérée
23,2024-11-30,4236.76,4702.67,3163.86,6578.02,8494.48,27175.79,1,Promo forte
23,2024-12-07,2269.93,1486.35,1023.62,2532.06,1213.96,8525.919999999998,1,Promo modérée
23,2024-12-14,3026.68,234.09,3385.03,2093.23,3914.37,12653.400000000001,1,Promo modérée
23,2024-12-21,10539.35,5613.29,7226.59,3614.08,2099.11,29092.42,1,Promo forte
24,2022-01-01,7546.86,3153.59,717.05,1089.15,7381.92,19888.57,1,Promo modérée
24,2022-01-08,835.08,295.18,2364.61,2595.72,670.68,6761.27,1,Promo modérée
24,2022-01-15,397.58,773.09,931.88,836.37,2222.47,5161.389999999999,1,Promo modérée
24,2022-01-22,2986.26,2961.84,2512.58,3251.36,1288.16,13000.2,1,Promo modérée
24,2022-01-29,3498.28,88.9,2762.52,1600.12,3100.53,11050.35,1,Promo modérée
24,2022-02-05,324.87,2051.28,1816.88,2877.48,3553.27,10623.78,1,Promo modérée
24,2022-02-12,128.4,653.22,1917.14,2597.39,983.85,6280.0,1,Promo modérée
24,2022-02-19,3455.29,1683.5,3129.39,3415.32,2448.58,14132.08,1,Promo modérée
24,2022-02-26,2890.85,2377.38,2133.36,1432.19,2948.53,11782.310000000001,1,Promo modérée
24,2022-03-05,4364.64,2423.31,2609.09,2942.55,1292.21,13631.8,1,Promo modérée
24,2022-03-12,1386.22,859.97,2407.78,3403.91,4293.3,12351.18,1,Promo modérée
24,2022-03-19,4173.37,2747.26,945.99,930.28,993.82,9790.72,1,Promo modérée
24,2022-03-26,2915.16,773.2,911.98,31.5,3514.42,8146.26,1,Promo modérée
24,2022-04-02,228.84,316.78,1761.9,1666.51,3672.53,7646.5599999999995,1,Promo modérée
24,2022-04-09,618.36,862.93,2914.39,844.91,3759.12,8999.71,1,Promo modérée
24,2022-04-16,2583.96,21.84,3689.3,230.99,4223.8,10749.89,1,Promo modérée
24,2022-04-23,363.89,716.24,3110.19,3119.41,2381.03,9690.76,1,Promo modérée
24,2022-04-30,275.07,1997.56,1942.88,41.87,499.16,4756.54,1,Promo faible
24,2022-05-07,443.33,2279.27,2097.71,1073.24,1827.44,7720.99,1,Promo modérée
24,2022-05-14,3140.86,1953.76,3171.57,2209.05,1884.27,12359.510000000002,1,Promo modérée
24,2022-05-21,1231.49,2588.05,2356.01,1675.4,78.73,7929.68,1,Promo modérée
24,2022-05-28,4967.18,2149.62,2187.48,1865.62,196.94,11366.840000000002,1,Promo modérée
24,2022-06-04,1039.17,551.73,2078.31,727.31,3131.1,7527.620000000001,1,Promo modérée
24,2022-06-11,4124.43,1065.14,1354.48,41.36,4444.78,11030.19,1,Promo modérée
24,2022-06-18,1413.65,2964.84,3802.19,2573.54,4369.82,15124.04,1,Promo modérée
24,2022-06-25,4861.13,179.92,3426.76,2688.56,1691.4,12847.77,1,Promo modérée
24,2022-07-02,5037.01,3862.93,6793.24,2905.63,1587.6,20186.41,1,Promo forte
24,2022-07-09,4670.7,2744.88,549.77,1761.05,417.92,10144.32,1,Promo modérée
24,2022-07-16,4839.25,2092.9,484.02,1700.49,3674.72,12791.38,1,Promo modérée
24,2022-07-23,2635.15,2117.51,1492.25,1863.7,4396.96,12505.57,1,Promo modérée
24,2022-07-30,3918.2,2532.32,2673.25,553.69,1082.65,10760.11,1,Promo modérée
24,2022-08-06,4697.31,2743.36,173.05,2696.45,762.58,11072.75,1,Promo modérée
24,2022-08-13,2876.92,511.98,89.35,1999.29,2328.37,7805.91,1,Promo modérée
24,2022-08-20,41.85,1891.96,2700.53,1825.23,3101.87,9561.439999999999,1,Promo modérée
24,2022-08-27,2281.58,1474.87,1908.8,2094.57,132.54,7892.36,1,Promo modérée
24,2022-09-03,881.95,4436.46,2789.21,1766.98,3761.55,13636.150000000001,1,Promo modérée
24,2022-09-10,1093.79,1910.24,404.46,1917.77,2627.81,7954.07,1,Promo modérée
24,2022-09-17,2172.53,2798.2,2016.44,2537.97,3720.9,13246.039999999999,1,Promo modérée
24,2022-09-24,300.92,967.49,1594.13,2901.64,1898.38,7662.56,1,Promo modérée
24,2022-10-01,1959.49,201.12,2292.56,1265.97,1579.04,7298.18,1,Promo modérée
24,2022-10-08,754.32,1384.04,3804.05,2805.34,925.87,9673.62,1,Promo modérée
24,2022-10-15,1311.11,1712.8,1642.93,279.55,2831.32,7777.710000000001,1,Promo modérée
24,2022-10-22,337.48,1917.66,1725.28,1438.87,2684.03,8103.32,1,Promo modérée
24,2022-10-29,3389.89,1730.22,3030.52,2592.13,3839.32,14582.079999999998,1,Promo modérée
24,2022-11-05,2305.86,582.98,3655.36,1427.31,956.19,8927.7,1,Promo modérée
24,2022-11-12,3323.2,1035.73,3228.98,3139.23,3545.63,14272.77,1,Promo modérée
24,2022-11-19,4346.09,2053.31,807.39,2133.44,409.26,9749.49,1,Promo modérée
24,2022-11-26,9911.93,5897.39,6941.62,5328.25,6485.29,34564.479999999996,1,Promo forte
24,2022-12-03,4636.57,1659.25,1790.57,3387.82,2088.59,13562.8,1,Promo modérée
24,2022-12-10,3123.28,1543.69,1200.44,2253.46,4087.93,12208.8,1,Promo modérée
24,2022-12-17,3313.74,2855.36,2331.25,1616.07,3565.54,13681.96,1,Promo modérée
24,2022-12-24,4084.14,515.49,1742.26,2583.32,7879.32,16804.53,1,Promo modérée
24,2022-12-31,6723.76,5712.41,7208.22,2197.41,1355.84,23197.64,1,Promo forte
24,2023-01-07,1504.57,3206.28,1828.89,6188.17,5674.85,18402.760000000002,1,Promo modérée
24,2023-01-14,3584.85,1112.84,2019.77,2938.89,669.07,10325.419999999998,1,Promo modérée
24,2023-01-21,3352.37,308.69,259.07,2536.18,2881.54,9337.849999999999,1,Promo modérée
24,2023-01-28,1616.99,110.74,920.18,833.05,1510.46,4991.42,1,Promo faible
24,2023-02-04,2168.9,681.22,2240.02,3083.97,2095.79,10269.899999999998,1,Promo modérée
24,2023-02-11,1758.44,2661.9,237.21,3402.52,37.11,8097.179999999999,1,Promo modérée
24,2023-02-18,3271.06,2645.87,557.92,444.79,1367.9,8287.54,1,Promo modérée
24,2023-02-25,3335.07,2585.79,2608.1,417.78,2581.1,11527.840000000002,1,Promo modérée
24,2023-03-04,3712.54,401.55,1904.02,1113.78,4400.72,11532.61,1,Promo modérée
24,2023-03-11,2396.54,639.3,2641.65,1169.45,2941.72,9788.66,1,Promo modérée
24,2023-03-18,3523.7,1382.9,464.55,637.37,1106.97,7115.490000000001,1,Promo modérée
24,2023-03-25,4099.79,2050.96,1808.9,865.99,682.86,9508.5,1,Promo modérée
24,2023-04-01,4808.43,1911.35,1759.86,2507.31,3710.6,14697.550000000001,1,Promo modérée
24,2023-04-08,4760.1,1503.73,2420.01,2133.14,3516.46,14333.439999999999,1,Promo modérée
24,2023-04-15,3502.15,2141.09,165.61,1547.14,3681.81,11037.8,1,Promo modérée
24,2023-04-22,3762.04,1856.67,74.76,2533.6,3479.59,11706.66,1,Promo modérée
24,2023-04-29,3853.93,1736.04,3736.77,3178.69,3665.55,16170.98,1,Promo modérée
24,2023-05-06,2561.8,1733.35,978.11,3229.1,2507.73,11010.089999999998,1,Promo modérée
24,2023-05-13,1584.97,1927.38,2429.73,2045.7,2365.7,10353.48,1,Promo modérée
24,2023-05-20,2159.94,611.77,351.78,2320.54,1905.03,7349.0599999999995,1,Promo modérée
24,2023-05-27,1530.94,2795.07,913.15,1469.71,4317.72,11026.59,1,Promo modérée
24,2023-06-03,3137.74,2748.09,1810.26,2191.62,2740.04,12627.75,1,Promo modérée
24,2023-06-10,2211.59,2592.03,1393.33,2222.98,960.32,9380.25,1,Promo modérée
24,2023-06-17,1675.5,2730.81,543.23,2522.5,3105.77,10577.81,1,Promo modérée
24,2023-06-24,1767.05,1173.33,123.23,3197.29,330.99,6591.889999999999,1,Promo modérée
24,2023-07-01,7977.91,1997.97,6561.14,2644.3,8938.1,28119.42,1,Promo forte
24,2023-07-08,3744.0,632.15,576.94,1063.89,2176.89,8193.87,1,Promo modérée
24,2023-07-15,4731.65,782.91,2509.49,2139.82,1267.09,11430.96,1,Promo modérée
24,2023-07-22,1933.31,534.95,1799.52,1476.45,591.15,6335.38,1,Promo modérée
24,2023-07-29,435.02,353.58,207.27,1862.8,2802.36,5661.030000000001,1,Promo modérée
24,2023-08-05,689.47,174.95,1099.21,66.68,4196.75,6227.06,1,Promo modérée
24,2023-08-12,761.82,961.1,2461.68,3400.67,2511.41,10096.68,1,Promo modérée
24,2023-08-19,4531.16,1616.02,673.87,1580.98,4477.43,12879.460000000001,1,Promo modérée
24,2023-08-26,446.13,2298.02,3676.89,3261.55,485.62,10168.210000000001,1,Promo modérée
24,2023-09-02,5915.69,5755.56,7054.73,2129.42,6238.01,27093.410000000003,1,Promo forte
24,2023-09-09,2026.95,1962.19,2927.93,2706.24,3310.99,12934.3,1,Promo modérée
24,2023-09-16,4.07,774.77,3722.73,1015.27,1971.07,7487.91,1,Promo modérée
24,2023-09-23,4595.14,978.6,1293.63,1974.49,1605.34,10447.2,1,Promo modérée
24,2023-09-30,3910.34,1691.72,956.62,433.96,4219.99,11212.630000000001,1,Promo modérée
24,2023-10-07,2594.47,36.69,3123.46,693.23,3275.92,9723.77,1,Promo modérée
24,2023-10-14,1341.39,472.53,1924.23,992.91,4469.8,9200.86,1,Promo modérée
24,2023-10-21,619.89,2287.59,1324.64,2631.88,1672.63,8536.630000000001,1,Promo modérée
24,2023-10-28,4764.77,1941.16,342.89,1891.68,4092.69,13033.19,1,Promo modérée
24,2023-11-04,3535.8,2974.68,360.86,1909.87,3082.48,11863.689999999999,1,Promo modérée
24,2023-11-11,214.82,1087.33,2686.46,747.1,3644.88,8380.59,1,Promo modérée
24,2023-11-18,1748.28,2246.69,1753.62,601.0,407.51,6757.1,1,Promo modérée
24,2023-11-25,3832.76,2303.34,1156.65,4572.18,5763.45,17628.38,1,Promo modérée
24,2023-12-02,1476.71,1284.31,3856.11,2285.73,3522.93,12425.79,1,Promo modérée
24,2023-12-09,2915.58,1024.41,3429.6,3459.91,1544.84,12374.34,1,Promo modérée
24,2023-12-16,997.21,2210.87,1390.44,1284.79,2049.52,7932.83,1,Promo modérée
24,2023-12-23,611.44,4538.17,6690.86,6581.29,7364.04,25785.800000000003,1,Promo forte
24,2023-12-30,5498.49,6559.94,5997.89,6765.54,300.9,25122.760000000002,1,Promo forte
24,2024-01-06,2859.19,6044.1,5879.57,7079.91,4416.89,26279.66,1,Promo forte
24,2024-01-13,4969.06,1001.59,640.21,29.43,1285.06,7925.35,1,Promo modérée
24,2024-01-20,2564.2,2514.84,1295.33,3419.86,354.66,10148.89,1,Promo modérée
24,2024-01-27,1564.15,283.48,2339.15,3477.84,2518.15,10182.77,1,Promo modérée
24,2024-02-03,4925.89,2629.82,1360.84,1900.51,2487.16,13304.220000000001,1,Promo modérée
24,2024-02-10,4718.4,210.19,1904.64,3218.53,2194.51,12246.27,1,Promo modérée
24,2024-02-17,2118.39,987.28,3260.83,385.46,3072.59,9824.55,1,Promo modérée
24,2024-02-24,3369.89,210.69,3297.38,3014.39,285.99,10178.34,1,Promo modérée
24,2024-03-02,4844.63,1666.35,3732.85,2364.76,127.76,12736.35,1,Promo modérée
24,2024-03-09,3070.31,2430.86,3011.93,861.57,1161.88,10536.55,1,Promo modérée
24,2024-03-16,808.69,590.52,724.78,307.02,3846.05,6277.0599999999995,1,Promo modérée
24,2024-03-23,504.76,1932.42,2887.33,2505.4,3254.14,11084.05,1,Promo modérée
24,2024-03-30,1395.94,69.06,3439.07,1319.82,1482.59,7706.48,1,Promo modérée
24,2024-04-06,394.7,2914.62,3745.8,3270.42,3956.75,14282.29,1,Promo modérée
24,2024-04-13,1619.96,1511.65,3973.01,1524.05,2360.91,10989.58,1,Promo modérée
24,2024-04-20,1381.28,2805.33,2501.8,1692.91,2610.7,10992.02,1,Promo modérée
24,2024-04-27,2835.0,2046.81,3439.33,1311.84,4467.74,14100.72,1,Promo modérée
24,2024-05-04,558.21,2387.6,2257.5,2785.46,697.1,8685.869999999999,1,Promo modérée
24,2024-05-11,4321.75,742.38,3351.94,592.48,891.48,9900.029999999999,1,Promo modérée
24,2024-05-18,1229.44,1717.99,3520.72,1463.8,2458.29,10390.24,1,Promo modérée
24,2024-05-25,2951.68,852.06,3383.98,3434.33,540.7,11162.75,1,Promo modérée
24,2024-06-01,1971.16,2749.8,2635.35,142.13,66.65,7565.089999999999,1,Promo modérée
24,2024-06-08,1574.09,1129.61,1317.35,31.38,4298.41,8350.84,1,Promo modérée
24,2024-06-15,4660.83,302.1,1763.59,78.31,3469.04,10273.87,1,Promo modérée
24,2024-06-22,2047.79,1542.26,2781.16,1821.96,852.01,9045.18,1,Promo modérée
24,2024-06-29,592.65,1891.76,3571.49,1182.03,999.15,8237.08,1,Promo modérée
24,2024-07-06,7414.99,3790.93,5443.21,4366.94,7900.81,28916.88,1,Promo forte
24,2024-07-13,3955.24,738.33,1127.59,3272.02,116.72,9209.9,1,Promo modérée
24,2024-07-20,963.61,211.64,1477.33,1835.24,2529.01,7016.83,1,Promo modérée
24,2024-07-27,438.9,595.06,2957.51,979.04,2220.63,7191.14,1,Promo modérée
24,2024-08-03,1787.39,1881.15,3553.37,2232.77,2546.36,12001.04,1,Promo modérée
24,2024-08-10,4425.65,1758.88,3395.49,36.37,3911.74,13528.130000000001,1,Promo modérée
24,2024-08-17,3140.95,490.19,2058.46,970.31,2521.97,9181.88,1,Promo modérée
24,2024-08-24,1476.84,2859.01,2081.21,638.81,485.05,7540.920000000001,1,Promo modérée
24,2024-08-31,2833.0,1795.8,567.21,2106.08,4283.88,11585.970000000001,1,Promo modérée
24,2024-09-07,1720.79,2936.65,5452.76,6550.23,2296.43,18956.86,1,Promo modérée
24,2024-09-14,1125.59,2959.98,1900.77,1864.6,983.52,8834.460000000001,1,Promo modérée
24,2024-09-21,13.8,1710.45,1549.92,3145.41,183.18,6602.76,1,Promo modérée
24,2024-09-28,894.57,2471.63,3210.86,1190.46,3006.14,10773.66,1,Promo modérée
24,2024-10-05,852.99,1174.86,767.83,2459.15,3052.47,8307.3,1,Promo modérée
24,2024-10-12,1197.03,1286.74,606.51,1503.58,3157.61,7751.469999999999,1,Promo modérée
24,2024-10-19,1837.33,2833.48,1373.47,2110.56,3375.66,11530.5,1,Promo modérée
24,2024-10-26,1618.48,1961.77,3730.87,441.25,2524.15,10276.52,1,Promo modérée
24,2024-11-02,4502.26,1543.06,99.81,369.74,2640.23,9155.1,1,Promo modérée
24,2024-11-09,4213.86,317.21,792.58,2915.37,3244.89,11483.91,1,Promo modérée
24,2024-11-16,1553.84,1709.03,2554.35,1173.59,3469.22,10460.029999999999,1,Promo modérée
24,2024-11-23,9475.8,570.87,4556.1,1227.31,8858.68,24688.760000000002,1,Promo forte
24,2024-11-30,2033.78,1996.52,4372.33,4534.51,7743.62,20680.760000000002,1,Promo forte
24,2024-12-07,3468.68,1726.89,2964.43,222.03,4341.14,12723.170000000002,1,Promo modérée
24,2024-12-14,416.75,230.04,2326.04,3135.74,2499.47,8608.039999999999,1,Promo modérée
24,2024-12-21,9771.41,676.98,8798.15,1266.05,6678.88,27191.47,1,Promo forte
25,2022-01-01,3354.35,1331.91,7224.23,1981.88,2803.27,16695.64,1,Promo modérée
25,2022-01-08,1846.5,1098.46,3310.86,1091.76,1052.04,8399.619999999999,1,Promo modérée
25,2022-01-15,1731.22,734.46,2617.15,1014.97,2730.29,8828.09,1,Promo modérée
25,2022-01-22,283.15,1857.57,2691.15,581.0,2769.27,8182.139999999999,1,Promo modérée
25,2022-01-29,230.05,2334.82,3918.04,309.71,3700.03,10492.65,1,Promo modérée
25,2022-02-05,2610.51,58.07,2914.45,1707.89,2065.23,9356.150000000001,1,Promo modérée
25,2022-02-12,995.13,1850.26,1118.43,2299.44,2432.05,8695.310000000001,1,Promo modérée
25,2022-02-19,3647.99,1621.92,3508.24,2901.02,2393.28,14072.45,1,Promo modérée
25,2022-02-26,3235.65,1934.52,2694.1,2377.44,491.77,10733.480000000001,1,Promo modérée
25,2022-03-05,624.55,574.57,2233.86,1752.62,1198.79,6384.39,1,Promo modérée
25,2022-03-12,2883.96,2591.15,1040.89,118.79,3188.82,9823.61,1,Promo modérée
25,2022-03-19,531.79,1944.51,3870.15,2373.58,4431.67,13151.7,1,Promo modérée
25,2022-03-26,3512.6,1114.22,1270.75,2349.48,1500.68,9747.73,1,Promo modérée
25,2022-04-02,2674.97,69.53,3166.92,2171.18,865.07,8947.67,1,Promo modérée
